PROCEDIMENTO;RN_ALTERACAO;VIGENCIA;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
ESTAPEDECTOMIA OU ESTAPEDOTOMIA;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL INTRATEMPORAL;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA PERILINFÁTICA - FECHAMENTO CIRÚRGICO;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GLOMUS JUGULAR - RESSECÇÃO;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GLOMUS TIMPÂNICUS - RESSECÇÃO;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MASTOIDECTOMIA;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OUVIDO CONGÊNITO - TRATAMENTO CIRÚRGICO;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARACENTESE DO TÍMPANO - MIRINGOTOMIA;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE PRÓTESE AUDITIVA ANCORADA NO OSSO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TÍMPANO-MASTOIDECTOMIA;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIMPANOPLASTIA - MIRINGOPLASTIA;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIMPANOPLASTIA COM RECONSTRUÇÃO DA CADEIA OSSICULAR;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIMPANOTOMIA EXPLORADORA;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIMPANOTOMIA PARA TUBO DE VENTILAÇÃO;;;;;;;;;;ORELHA MÉDIA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
"DOENÇA DE MENIERE - TRATAMENTO CIRÚRGICO - DESCOMPRESSÃO DO SACO ENDOLINFÁTICO OU ""SHUNT""";;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO INTRATEMPORAL DO NERVO FACIAL;;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL;;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE COCLEAR (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LABIRINTECTOMIA (MEMBRANOSA OU ÓSSEA) - SEM AUDIÇÃO;;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR PARA FOSSA MÉDIA OU POSTERIOR;;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR TRANSLABIRÍNTICA - SEM AUDIÇÃO;;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO OSSO TEMPORAL;;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR DO NERVO ACÚSTICO - RESSECÇÃO;;;;;;;;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO OU HEMATOMA DE SEPTO NASAL - DRENAGEM COM OU SEM ANESTESIA GERAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO DE COLUMELA EM PACIENTES COM LESÕES LABIO-PALATAIS;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE NARIZ;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO DE EPISTAXE COM OU SEM MICROSCOPIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORNETO INFERIOR - CAUTERIZAÇÃO LINEAR E/OU INFILTRAÇÃO MEDICAMENTOSA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - CAUTERIZAÇÃO DA ARTÉRIA ESFENOPALATINA COM OU SEM MICROSCOPIA POR VIDEOENDOSCOPIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - LIGADURA DAS ARTÉRIAS ETMOIDAIS;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - TAMPONAMENTO ANTERIOR;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL) PIRÂMIDE NASAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
EXÉRESE DE TUMOR NASAL POR VIA ENDOSCOPICA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DE FÍSTULA LIQUÓRICA TRANSNASAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA LIQUÓRICA - TRATAMENTO CIRÚRGICO ENDOSCÓPICO;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS DOS OSSOS NASAIS - REDUÇÃO CIRÚRGICA E GESSO;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS DOS OSSOS NASAIS - REDUÇÃO INCRUENTA E GESSO;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPERFURAÇÃO COANAL - CORREÇÃO CIRÚRGICA INTRANASAL OU TRANSPALATINA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPERFURAÇÃO COANAL - CORREÇÃO CIRURGICA INTRANASAL POR VIDEOENDOSCOPIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OZENA - TRATAMENTO CIRÚRGICO;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PERFURAÇÃO DO SEPTO NASAL - CORREÇÃO CIRÚRGICA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
POLIPECTOMIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO NASAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE SINÉQUIAS;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMORES MALIGNOS TRANSNASAIS;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL POR VIDEOENDOSCOPIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RINECTOMIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RINOSSEPTOPLASTIA FUNCIONAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEPTOPLASTIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA ATRESIA NARINÁRIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
TRATAMENTO CIRÚRGICO DE DEFORMIDADE NASAL CONGÊNITA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO RINOFIMA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE DEFORMIDADE TRAUMÁTICA NASAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR INTRANASAL - EXÉRESE POR RINOTOMIA LATERAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR INTRANASAL - EXÉRESE POR VIA TRANSNASAL;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TURBINECTOMIA OU TURBINOPLASTIA;;;;;;;;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANTROSTOMIA MAXILAR INTRANASAL;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANTROSTOMIA MAXILAR, ETMOIDECTOMIA (ABERTURA DE TODAS AS CAVIDADES PARANASAIS);;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTÉRIA MAXILAR INTERNA - LIGADURA TRANSMAXILAR;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIOPSIA - SEIOS PARANASAIS;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESCOMPRESSÃO TRANSETMOIDAL DO CANAL ÓPTICO;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ETMOIDECTOMIA EXTERNA OU INTRANASAL;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ETMOIDECTOMIA INTRANASAL POR VIDEOENDOSCOPIA;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE - PÓLIPO;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO NASO-ALVEOLAR E GLOBULAR;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL);;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR DE SEIOS PARANASAIS POR VIA ENDOSCOPICA;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MAXILECTOMIA COM OU SEM EXENTERAÇÃO DE ÓRBITA;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO MAXILAR TRANSMEÁTICA OU VIA FOSSA CANINA;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
RESSECÇÃO DE ANGIOFIBROMA;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR BENIGNO;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO MAXILAR SUPERIOR E RECONSTRUÇÃO À CUSTA DE RETALHOS;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO MESO E INFRA-ESTRUTURA DO MAXILAR SUPERIOR;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA FRONTAL COM RETALHO OSTEOPLÁSTICO OU VIA CORONAL;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA FRONTO-ETMOIDAL POR VIA EXTERNA;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA MAXILAR CALDWELL-LUC;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA MAXILAR OU ETMOIDAL OU ESFENOIDAL OU FRONTAL ENDOSCÓPICA OU POR MICROSCOPIA, VIA ENDONASAL;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA TRANSMAXILAR - ERMIRO DE LIMA;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO - FÍSTULA OROANTRAL OU ORONASAL;;;;;;;;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA DE COSTELA OU ESTERNO;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE DEFORMIDADES DA PAREDE TORÁCICA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COSTECTOMIA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTERNECTOMIA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DE PLEUROSTOMIA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MOBILIZAÇÃO DE RETALHOS MUSCULARES OU DO OMENTO;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLUMBAGEM EXTRAFASCIAL;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO BIÓPSIA DE COSTELA OU ESTERNO;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
RECONSTRUÇÃO DA PAREDE TORÁCICA (COM OU SEM PRÓTESE);;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA PAREDE TORÁCICA COM RETALHOS CUTÂNEOS, MUSCULARES OU MIOCUTÂNEOS;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA REGIÃO ESTERNAL COM RETALHOS MUSCULARES;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO INCRUENTA DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DO DIAFRAGMA E RECONSTRUÇÃO;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA PAREDE TORÁCICA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACECTOMIA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOPLASTIA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOTOMIA COM BIÓPSIA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOTOMIA EXPLORADORA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOTOMIA PARA PROCEDIMENTOS ORTOPÉDICOS SOBRE A COLUNA VERTEBRAL;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAÇÃO ESQUELÉTICA DO GRADIL COSTO-ESTERNAL (TRAUMATISMO);;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA OSTEOMIELITE DE COSTELA OU ESTERNO;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FRATURAS DO GRADIL COSTAL;;;;;;;;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA INCISIONAL DE MAMA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA PERCUTÂNEA À VACUO GUIADA POR RAIO X, ULTRASSONOGRAFIA OU RESSONÂNCIA MAGNÉTICA (MAMOTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA PERCUTÂNEA DE FRAGMENTO MAMÁRIO (CORE BIOPSY) ORIENTADA POR US OU RX - AGULHA GROSSA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLETA DE FLUXO PAPILAR DE MAMA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
CORREÇÃO DE GINECOMASTIA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE INVERSÃO PAPILAR;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO DE MAMA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM E/OU ASPIRAÇÃO DE SEROMA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO DA MAMA POR MARCAÇÃO ESTEREOTÁXICA OU ROLL;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE MAMA SUPRA-NUMERÁRIA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE NÓDULO;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FISTULECTOMIA DE MAMA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LINFADENECTOMIA AXILAR;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MARCAÇÃO PRÉ-CIRÚRGICA POR ESTEREOTAXIA, ORIENTADA POR MAMOGRAFIA, ULTRASSONOGRAFIA, TOMOGRAFIA COMPUTADORIZADA OU RESSONÂNCIA MAGNÉTICA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MASTECTOMIA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MASTOPLASTIA EM MAMA OPOSTA APÓS RECONSTRUÇÃO DA CONTRALATERAL EM CASOS DE LESÕES TRAUMÁTICAS E TUMORES;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO DE CISTO;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO OU BIÓPSIA PERCUTÂNEA DE AGULHA FINA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
QUADRANTECTOMIA COM OU SEM LINFADENECTOMIA AXILAR;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA MAMA COM PRÓTESE E/OU EXPANSOR EM CASOS DE LESÕES TRAUMÁTICAS E TUMORES;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA PLACA ARÉOLO MAMILAR;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO MAMÁRIA COM RETALHOS MUSCULARES E/OU CUTÂNEOS EM CASOS DE LESÕES TRAUMÁTICAS E TUMORES;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO PARCIAL DA MAMA PÓS-QUADRANTECTOMIA EM CASOS DE LESÕES TRAUMÁTICAS E TUMORES;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
RESSECÇÃO DO LINFONODO SENTINELA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DOS DUCTOS PRINCIPAIS DA MAMA;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DA VÁLVULA APÓS COLOCAÇÃO DE EXPANSOR PERMANENTE;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUBSTITUIÇÃO DE PRÓTESE EM CASO DE LESÕES TRAUMÁTICAS E TUMORES;;;;;;;;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
